Location,Date,Time,SO2,CO,O3,NO2,PM10
1,1/4/2015,8,0.005,0.7,0.007,0.034,22
1,1/4/2015,9,0.006,0.9,0.003,0.043,29
1,1/4/2015,10,0.007,0.9,0.003,0.042,31
1,1/4/2015,11,0.007,1.0,0.004,0.044,33
1,1/4/2015,12,0.008,0.9,0.006,0.042,45
1,1/4/2015,13,0.008,1.2,0.005,0.045,47
1,1/4/2015,14,0.009,1.1,0.006,0.045,47
1,1/4/2015,15,0.008,0.9,0.006,0.046,62
1,1/4/2015,16,0.007,0.7,0.017,0.034,65
1,1/4/2015,17,0.005,0.6,0.021,0.037,71
1,1/4/2015,18,0.005,0.8,0.003,0.055,60
1,1/4/2015,19,0.006,1.3,0.002,0.062,75
1,1/4/2015,20,0.006,1.3,0.002,0.065,68
1,1/4/2015,21,0.006,1.1,0.002,0.057,72
1,1/4/2015,22,0.007,1.1,0.002,0.056,71
1,1/4/2015,23,0.006,1.1,0.002,0.062,69
1,1/5/2015,0,0.005,1.1,0.002,0.053,66
1,1/5/2015,1,0.005,1.1,0.002,0.052,63
1,1/5/2015,2,0.005,1.0,0.002,0.049,59
1,1/5/2015,3,0.004,1.0,0.002,0.048,62
1,1/5/2015,4,0.005,1.1,0.002,0.046,61
1,1/5/2015,5,0.005,1.1,0.002,0.048,58
1,1/5/2015,6,0.005,1.2,0.002,0.052,57
1,1/5/2015,7,0.005,1.0,0.002,0.049,57
1,1/5/2015,8,0.005,1.1,0.002,0.053,54
1,1/5/2015,9,0.006,1.0,0.002,0.050,54
1,1/5/2015,10,0.006,0.9,0.003,0.048,72
1,1/5/2015,11,0.007,1.0,0.004,0.049,85
1,1/5/2015,12,0.009,1.1,0.004,0.055,94
1,1/5/2015,13,0.011,1.3,0.004,0.061,100
1,1/5/2015,14,0.015,1.0,0.008,0.056,109
1,1/5/2015,15,0.012,0.8,0.007,0.057,104
1,1/5/2015,16,0.010,0.8,0.004,0.060,92
1,1/5/2015,17,0.009,0.9,0.002,0.067,81
1,1/5/2015,18,0.009,0.9,0.002,0.069,80
1,1/5/2015,19,0.008,0.7,0.002,0.064,85
1,1/5/2015,20,0.008,1.1,0.002,0.075,108
1,1/5/2015,21,0.008,1.0,0.002,0.075,110
1,1/5/2015,22,0.006,0.8,0.002,0.067,95
1,1/5/2015,23,0.005,0.8,0.002,0.058,92
1,1/6/2015,0,0.004,0.8,0.002,0.052,85
1,1/6/2015,1,0.004,0.5,0.007,0.036,78
1,1/6/2015,2,0.004,0.5,0.014,0.028,67
1,1/6/2015,3,0.004,0.6,0.023,0.021,65
1,1/6/2015,4,0.004,0.8,0.025,0.017,46
1,1/6/2015,5,0.004,0.8,0.019,0.017,29
1,1/6/2015,6,0.004,0.6,0.014,0.019,25
1,1/6/2015,7,0.004,0.4,0.016,0.019,21
1,1/6/2015,8,0.004,0.5,0.016,0.019,40
1,1/6/2015,9,0.005,0.5,0.023,0.015,43
1,1/6/2015,10,0.005,0.5,0.026,0.013,62
1,1/6/2015,11,0.004,0.5,0.029,0.011,57
1,1/6/2015,12,0.004,0.5,0.031,0.011,47
1,1/6/2015,13,0.004,0.4,0.030,0.012,42
1,1/6/2015,14,0.003,0.4,0.031,0.013,41
1,1/6/2015,15,0.003,0.4,0.031,0.012,32
1,1/6/2015,16,0.003,0.5,0.029,0.014,26
1,1/6/2015,17,0.003,0.6,0.023,0.019,31
1,1/6/2015,18,0.003,0.6,0.022,0.018,20
1,1/6/2015,19,0.003,0.6,0.021,0.019,19
1,1/6/2015,20,0.003,0.5,0.022,0.017,15
1,1/6/2015,21,0.003,0.5,0.022,0.018,18
1,1/6/2015,22,0.003,0.5,0.023,0.017,22
1,1/6/2015,23,0.003,0.5,0.021,0.019,16
1,1/7/2015,0,0.003,0.5,0.023,0.015,19
1,1/7/2015,1,0.004,0.5,0.026,0.011,15
1,1/7/2015,2,0.005,0.5,0.027,0.010,20
1,1/7/2015,3,0.005,0.5,0.027,0.010,23
1,1/7/2015,4,0.006,0.5,0.025,0.012,26
1,1/7/2015,5,0.006,0.5,0.024,0.013,31
1,1/7/2015,6,0.005,0.5,0.017,0.020,35
1,1/7/2015,7,0.005,0.5,0.013,0.023,33
1,1/7/2015,8,0.005,0.6,0.014,0.022,42
1,1/7/2015,9,0.006,0.6,0.017,0.019,38
1,1/7/2015,10,0.006,0.6,0.023,0.014,46
1,1/7/2015,11,0.005,0.6,0.025,0.014,44
1,1/7/2015,12,0.005,0.5,0.026,0.013,41
1,1/7/2015,13,0.005,0.5,0.028,0.014,40
1,1/7/2015,14,0.005,0.4,0.028,0.013,40
1,1/7/2015,15,0.005,0.4,0.028,0.015,38
1,1/7/2015,16,0.005,0.5,0.025,0.018,44
1,1/7/2015,17,0.005,0.6,0.020,0.022,46
1,1/7/2015,18,0.005,0.7,0.016,0.026,37
1,1/7/2015,19,0.005,0.7,0.011,0.029,48
1,1/7/2015,20,0.004,0.6,0.012,0.027,41
1,1/7/2015,21,0.004,0.6,0.014,0.024,42
1,1/7/2015,22,0.004,0.6,0.012,0.027,47
1,1/7/2015,23,0.004,0.6,0.008,0.030,48
1,1/8/2015,0,0.004,0.6,0.015,0.021,43
1,1/8/2015,1,0.003,0.6,0.020,0.017,43
1,1/8/2015,2,0.003,0.6,0.020,0.017,37
1,1/8/2015,3,0.003,0.7,0.017,0.020,36
1,1/8/2015,4,0.004,0.7,0.012,0.026,39
1,1/8/2015,5,0.004,0.8,0.006,0.031,38
1,1/8/2015,6,0.005,0.8,0.003,0.038,37
1,1/8/2015,7,0.005,0.9,0.002,0.042,44
1,1/8/2015,8,0.005,0.8,0.003,0.039,45
1,1/8/2015,9,0.006,0.7,0.005,0.037,46
1,1/8/2015,10,0.006,0.6,0.015,0.023,43
1,1/8/2015,11,0.006,0.6,0.016,0.024,44
1,1/8/2015,12,0.006,0.6,0.020,0.022,46
1,1/8/2015,13,0.006,0.5,0.018,0.028,44
1,1/8/2015,14,0.006,0.6,0.016,0.032,48
1,1/8/2015,15,0.007,0.7,0.017,0.029,49
1,1/8/2015,16,0.005,0.6,0.015,0.029,55
1,1/8/2015,17,0.005,0.5,0.010,0.035,45
1,1/8/2015,18,0.004,0.6,0.004,0.042,37
1,1/8/2015,19,0.005,0.7,0.002,0.046,45
1,1/8/2015,20,0.005,0.8,0.002,0.047,53
1,1/8/2015,21,0.005,0.9,0.002,0.048,44
1,1/8/2015,22,0.005,1.1,0.002,0.053,46
1,1/8/2015,23,0.005,1.0,0.002,0.050,52
1,1/9/2015,0,0.007,1.8,0.002,0.064,59
1,1/9/2015,1,0.007,1.6,0.002,0.062,69
1,1/9/2015,2,0.006,1.5,0.002,0.056,61
1,1/9/2015,3,0.005,1.3,0.002,0.051,50
1,1/9/2015,4,0.006,1.4,0.002,0.053,52
1,1/9/2015,5,0.005,0.9,0.002,0.047,51
1,1/9/2015,6,0.006,0.9,0.002,0.050,40
1,1/9/2015,7,0.007,1.0,0.002,0.054,40
1,1/9/2015,8,0.008,1.0,0.002,0.056,39
1,1/9/2015,9,0.006,1.5,0.003,0.071,57
1,1/9/2015,10,0.015,1.1,0.004,0.050,55
1,1/9/2015,11,0.012,0.9,0.006,0.042,43
1,1/9/2015,12,0.010,0.8,0.007,0.043,57
1,1/9/2015,13,0.010,0.9,0.007,0.048,65
1,1/9/2015,14,0.010,0.8,0.013,0.034,61
1,1/9/2015,15,0.009,0.9,0.017,0.029,52
1,1/9/2015,16,0.008,0.9,0.012,0.038,56
1,1/9/2015,17,0.006,0.9,0.006,0.042,55
1,1/9/2015,18,0.006,1.0,0.002,0.048,52
1,1/9/2015,19,0.006,1.2,0.002,0.053,54
1,1/9/2015,20,0.007,1.3,0.002,0.058,61
1,1/9/2015,21,0.007,1.6,0.002,0.063,74
1,1/9/2015,22,0.006,1.2,0.002,0.053,79
1,1/9/2015,23,0.005,0.8,0.004,0.040,48
1,1/10/2015,0,0.004,0.9,0.004,0.038,49
1,1/10/2015,1,0.005,0.9,0.007,0.033,43
1,1/10/2015,2,0.004,0.9,0.007,0.033,36
1,1/10/2015,3,0.005,1.1,0.005,0.037,47
1,1/10/2015,4,0.005,1.1,0.004,0.037,48
1,1/10/2015,5,0.005,1.0,0.005,0.036,42
1,1/10/2015,6,0.007,1.1,0.002,0.040,48
1,1/10/2015,7,0.008,1.5,0.002,0.053,50
1,1/10/2015,8,0.008,1.4,0.002,0.054,54
1,1/10/2015,9,0.014,1.2,0.003,0.053,62
1,1/10/2015,10,0.019,1.0,0.005,0.049,60
1,1/10/2015,11,0.012,0.6,0.011,0.036,52
1,1/10/2015,12,0.011,0.8,0.014,0.033,38
1,1/10/2015,13,0.011,0.8,0.015,0.032,56
1,1/10/2015,14,0.009,0.8,0.022,0.022,36
1,1/10/2015,15,0.006,1.0,0.027,0.020,34
1,1/10/2015,16,0.005,0.7,0.023,0.023,35
1,1/10/2015,17,0.004,0.6,0.020,0.025,28
1,1/10/2015,18,0.004,0.6,0.010,0.037,32
1,1/10/2015,19,0.004,0.6,0.012,0.033,39
1,1/10/2015,20,0.006,0.8,0.010,0.036,41
1,1/10/2015,21,0.006,0.9,0.004,0.041,39
1,1/10/2015,22,0.006,0.8,0.006,0.035,30
1,1/10/2015,23,0.004,0.8,0.012,0.028,30
1,1/11/2015,0,0.005,0.8,0.011,0.027,23
1,1/11/2015,1,0.005,0.8,0.013,0.024,28
1,1/11/2015,2,0.004,0.9,0.016,0.021,28
1,1/11/2015,3,0.004,0.9,0.018,0.019,31
1,1/11/2015,4,0.004,0.8,0.014,0.024,30
1,1/11/2015,5,0.004,1.0,0.009,0.030,44
1,1/11/2015,6,0.006,1.1,0.012,0.022,63
1,1/11/2015,7,0.006,0.8,0.019,0.017,62
1,1/11/2015,8,0.006,0.9,0.018,0.016,36
1,1/11/2015,9,0.007,1.0,0.017,0.016,42
1,1/11/2015,10,0.009,1.0,0.019,0.016,52
1,1/11/2015,11,0.010,0.9,0.022,0.015,46
1,1/11/2015,12,0.010,0.8,0.025,0.014,46
1,1/11/2015,13,0.010,0.7,0.027,0.014,42
1,1/11/2015,14,0.010,0.8,0.028,0.015,44
1,1/11/2015,15,0.008,0.8,0.027,0.017,44
1,1/11/2015,16,0.007,0.8,0.026,0.018,46
1,1/11/2015,17,0.005,0.6,0.022,0.021,46
1,1/11/2015,18,0.005,0.6,0.023,0.020,29
1,1/11/2015,19,0.005,0.7,0.024,0.018,48
1,1/11/2015,20,0.005,0.8,0.024,0.018,54
1,1/11/2015,21,0.004,0.8,0.023,0.019,59
1,1/11/2015,22,0.004,0.8,0.023,0.017,46
1,1/11/2015,23,0.005,0.8,0.024,0.016,43
1,1/12/2015,0,0.004,0.7,0.026,0.012,37
1,1/12/2015,1,0.004,0.7,0.026,0.011,30
1,1/12/2015,2,0.004,0.7,0.025,0.010,34
1,1/12/2015,3,0.004,0.7,0.022,0.012,37
1,1/12/2015,4,0.004,0.8,0.019,0.015,35
1,1/12/2015,5,0.004,0.8,0.013,0.021,30
1,1/12/2015,6,0.004,0.9,0.005,0.032,32
1,1/12/2015,7,0.005,1.0,0.002,0.040,36
1,1/12/2015,8,0.006,1.0,0.003,0.044,41
1,1/12/2015,9,0.006,0.9,0.005,0.035,46
1,1/12/2015,10,0.007,1.0,0.006,0.038,45
1,1/12/2015,11,0.008,1.1,0.005,0.043,54
1,1/12/2015,12,0.007,0.9,0.008,0.042,50
1,1/12/2015,13,0.007,0.8,0.009,0.041,44
1,1/12/2015,14,0.007,0.9,0.008,0.042,50
1,1/12/2015,15,0.009,1.0,0.008,0.047,68
1,1/12/2015,16,0.009,0.9,0.006,0.050,84
1,1/12/2015,17,0.007,0.7,0.004,0.050,72
1,1/12/2015,18,0.007,0.8,0.002,0.054,58
1,1/12/2015,19,0.007,0.8,0.002,0.054,58
1,1/12/2015,20,0.006,1.1,0.002,0.056,58
1,1/12/2015,21,0.007,1.2,0.002,0.057,62
1,1/12/2015,22,0.007,1.5,0.002,0.067,66
1,1/12/2015,23,0.008,1.8,0.002,0.071,72
1,1/13/2015,0,0.008,1.3,0.002,0.066,76
1,1/13/2015,1,0.007,1.4,0.002,0.069,69
1,1/13/2015,2,0.007,1.4,0.002,0.066,70
1,1/13/2015,3,0.007,1.5,0.002,0.065,61
1,1/13/2015,4,0.007,1.3,0.002,0.064,63
1,1/13/2015,5,0.007,1.2,0.002,0.059,54
1,1/13/2015,6,0.006,1.1,0.002,0.059,53
1,1/13/2015,7,0.007,1.0,0.002,0.058,54
1,1/13/2015,8,0.006,1.2,0.002,0.056,50
1,1/13/2015,9,0.006,1.1,0.003,0.053,53
1,1/13/2015,10,0.007,1.1,0.004,0.052,50
1,1/13/2015,11,0.007,1.1,0.004,0.054,71
1,1/13/2015,12,0.008,1.1,0.005,0.054,65
1,1/13/2015,13,0.008,1.1,0.006,0.055,68
1,1/13/2015,14,0.007,1.1,0.005,0.056,63
1,1/13/2015,15,0.007,1.3,0.004,0.060,69
1,1/13/2015,16,0.007,1.0,0.003,0.061,70
1,1/13/2015,17,0.007,1.0,0.002,0.064,59
1,1/13/2015,18,0.008,1.0,0.002,0.069,62
1,1/13/2015,19,0.007,0.8,0.002,0.063,77
1,1/13/2015,20,0.007,1.2,0.002,0.066,67
1,1/13/2015,21,0.007,1.3,0.002,0.070,83
1,1/13/2015,22,0.007,1.4,0.002,0.074,76
1,1/13/2015,23,0.008,1.6,0.002,0.075,82
1,1/14/2015,0,0.007,1.3,0.002,0.072,74
1,1/14/2015,1,0.007,1.4,0.002,0.073,74
1,1/14/2015,2,0.007,1.4,0.002,0.072,74
1,1/14/2015,3,0.006,1.3,0.002,0.066,67
1,1/14/2015,4,0.006,1.3,0.002,0.064,66
1,1/14/2015,5,0.006,1.2,0.002,0.059,59
1,1/14/2015,6,0.006,1.3,0.002,0.064,66
1,1/14/2015,7,0.007,1.5,0.002,0.073,66
1,1/14/2015,8,0.008,1.6,0.002,0.080,77
1,1/14/2015,9,0.009,1.6,0.002,0.082,94
1,1/14/2015,10,0.007,1.0,0.002,0.060,68
1,1/14/2015,11,0.007,0.9,0.003,0.061,55
1,1/14/2015,12,0.007,1.2,0.003,0.062,56
1,1/14/2015,13,0.009,1.6,0.003,0.079,74
1,1/14/2015,14,0.008,1.4,0.003,0.070,95
1,1/14/2015,15,0.007,1.2,0.003,0.062,93
1,1/14/2015,16,0.006,0.8,0.003,0.052,68
1,1/14/2015,17,0.006,0.8,0.002,0.052,54
1,1/14/2015,18,0.006,0.9,0.002,0.055,53
1,1/14/2015,19,0.006,0.9,0.002,0.056,55
1,1/14/2015,20,0.006,1.2,0.002,0.057,68
1,1/14/2015,21,0.006,1.2,0.002,0.058,73
1,1/14/2015,22,0.006,1.2,0.002,0.059,75
1,1/14/2015,23,0.006,1.2,0.002,0.060,85
1,1/15/2015,0,0.006,1.1,0.002,0.055,81
1,1/15/2015,1,0.005,1.1,0.002,0.052,72
1,1/15/2015,2,0.005,1.1,0.002,0.049,78
1,1/15/2015,3,0.004,1.1,0.002,0.047,72
1,1/15/2015,4,0.004,1.0,0.002,0.043,67
1,1/15/2015,5,0.004,1.1,0.002,0.045,68
1,1/15/2015,6,0.005,1.3,0.002,0.055,68
1,1/15/2015,7,0.005,1.2,0.002,0.051,68
1,1/15/2015,8,0.005,1.0,0.002,0.050,71
1,1/15/2015,9,0.005,1.0,0.003,0.053,63
1,1/15/2015,10,0.006,1.0,0.004,0.054,75
1,1/15/2015,11,0.005,0.8,0.006,0.046,65
1,1/15/2015,12,0.007,0.9,0.012,0.038,56
1,1/15/2015,13,0.008,1.0,0.018,0.035,57
1,1/15/2015,14,0.008,1.0,0.022,0.039,64
1,1/15/2015,15,0.008,1.0,0.017,0.050,75
1,1/15/2015,16,0.006,0.8,0.011,0.049,89
1,1/15/2015,17,0.004,0.7,0.011,0.045,59
1,1/15/2015,18,0.004,0.8,0.004,0.054,48
1,1/15/2015,19,0.004,1.1,0.002,0.060,51
1,1/15/2015,20,0.005,0.9,0.002,0.060,82
1,1/15/2015,21,0.005,0.9,0.004,0.050,80
1,1/15/2015,22,0.005,1.1,0.005,0.047,87
1,1/15/2015,23,0.004,1.2,0.003,0.050,102
1,1/16/2015,0,0.004,1.2,0.003,0.047,106
1,1/16/2015,1,0.004,1.2,0.006,0.041,104
1,1/16/2015,2,0.004,1.1,0.013,0.031,105
1,1/16/2015,3,0.004,1.1,0.015,0.032,107
1,1/16/2015,4,0.005,1.1,0.009,0.038,105
1,1/16/2015,5,0.005,1.1,0.010,0.034,113
1,1/16/2015,6,0.004,1.0,0.009,0.036,113
1,1/16/2015,7,0.004,0.9,0.006,0.042,96
1,1/16/2015,8,0.004,1.0,0.002,0.046,87
1,1/16/2015,9,0.008,1.0,0.004,0.046,102
1,1/16/2015,10,0.004,0.9,0.011,0.035,86
1,1/16/2015,11,0.006,0.7,0.018,0.023,54
1,1/16/2015,12,0.007,0.8,0.025,0.017,44
1,1/16/2015,13,0.006,1.0,0.021,0.021,55
1,1/16/2015,14,0.004,1.1,0.016,0.027,73
1,1/16/2015,15,0.005,1.1,0.021,0.024,66
1,1/16/2015,16,0.006,1.0,0.022,0.026,81
1,1/16/2015,17,0.006,1.0,0.020,0.029,75
1,1/16/2015,18,0.005,1.0,0.019,0.028,71
1,1/16/2015,19,0.005,1.0,0.018,0.028,74
1,1/16/2015,20,0.005,0.9,0.019,0.024,74
1,1/16/2015,21,0.005,1.0,0.022,0.022,74
1,1/16/2015,22,0.005,1.0,0.019,0.023,90
1,1/16/2015,23,0.006,1.0,0.020,0.022,94
1,1/17/2015,0,0.006,1.0,0.023,0.017,89
1,1/17/2015,1,0.006,0.9,0.026,0.013,77
1,1/17/2015,2,0.005,0.7,0.027,0.011,69
1,1/17/2015,3,0.005,0.7,0.027,0.011,60
1,1/17/2015,4,0.004,0.7,0.026,0.011,38
1,1/17/2015,5,0.004,0.7,0.023,0.013,30
1,1/17/2015,6,0.004,0.7,0.021,0.015,28
1,1/17/2015,7,0.004,0.7,0.017,0.019,24
1,1/17/2015,8,0.004,0.7,0.016,0.020,30
1,1/17/2015,9,0.005,0.7,0.019,0.018,30
1,1/17/2015,10,0.006,0.7,0.022,0.015,22
1,1/17/2015,11,0.005,0.7,0.025,0.015,28
1,1/17/2015,12,0.005,0.7,0.028,0.014,21
1,1/17/2015,13,0.006,0.7,0.028,0.016,19
1,1/17/2015,14,0.006,0.7,0.027,0.017,34
1,1/17/2015,15,0.006,0.7,0.028,0.016,30
1,1/17/2015,16,0.006,0.7,0.025,0.020,35
1,1/17/2015,17,0.005,0.8,0.020,0.025,45
1,1/17/2015,18,0.005,0.9,0.008,0.038,33
1,1/17/2015,19,0.005,0.9,0.004,0.041,40
1,1/17/2015,20,0.006,0.9,0.002,0.044,40
1,1/17/2015,21,0.006,1.0,0.003,0.040,37
1,1/17/2015,22,0.005,0.9,0.006,0.036,32
1,1/17/2015,23,0.005,1.0,0.003,0.041,43
1,1/18/2015,0,0.005,1.0,0.002,0.041,38
1,1/18/2015,1,0.005,1.2,0.002,0.042,34
1,1/18/2015,2,0.005,1.1,0.002,0.041,36
1,1/18/2015,3,0.005,1.4,0.002,0.046,38
1,1/18/2015,4,0.006,0.8,0.002,0.037,41
1,1/18/2015,5,0.009,0.7,0.002,0.036,34
1,1/18/2015,6,0.012,0.7,0.002,0.038,35
1,1/18/2015,7,0.008,0.8,0.002,0.038,29
1,1/18/2015,8,0.007,0.9,0.003,0.038,26
1,1/18/2015,9,0.007,0.9,0.005,0.036,29
1,1/18/2015,10,0.009,0.8,0.008,0.034,38
1,1/18/2015,11,0.009,0.7,0.011,0.030,28
1,1/18/2015,12,0.009,0.8,0.016,0.027,25
1,1/18/2015,13,0.008,0.8,0.016,0.027,35
1,1/18/2015,14,0.006,0.8,0.021,0.022,40
1,1/18/2015,15,0.005,0.9,0.017,0.024,37
1,1/18/2015,16,0.005,0.7,0.020,0.020,29
1,1/18/2015,17,0.004,0.8,0.021,0.020,23
1,1/18/2015,18,0.004,0.9,0.016,0.023,19
1,1/18/2015,19,0.003,0.7,0.018,0.021,17
1,1/18/2015,20,0.003,0.8,0.013,0.024,26
1,1/18/2015,21,0.003,0.8,0.015,0.021,20
1,1/18/2015,22,0.003,1.1,0.016,0.025,38
1,1/18/2015,23,0.004,1.2,0.018,0.026,99
1,1/19/2015,0,0.004,0.9,0.023,0.019,88
1,1/19/2015,1,0.004,0.8,0.026,0.015,74
1,1/19/2015,2,0.004,0.9,0.023,0.018,57
1,1/19/2015,3,0.004,0.9,0.023,0.017,72
1,1/19/2015,4,0.005,1.1,0.019,0.020,85
1,1/19/2015,5,0.005,1.2,0.014,0.026,91
1,1/19/2015,6,0.006,1.2,0.010,0.030,86
1,1/19/2015,7,0.007,1.3,0.005,0.035,77
1,1/19/2015,8,0.007,1.2,0.004,0.037,72
1,1/19/2015,9,0.008,1.2,0.007,0.034,82
1,1/19/2015,10,0.009,1.1,0.014,0.026,84
1,1/19/2015,11,0.010,1.0,0.014,0.031,84
1,1/19/2015,12,0.012,0.8,0.023,0.020,63
1,1/19/2015,13,0.011,0.8,0.027,0.018,53
1,1/19/2015,14,0.008,0.7,0.029,0.017,54
1,1/19/2015,15,0.007,0.6,0.026,0.019,39
1,1/19/2015,16,0.006,0.9,0.025,0.022,48
1,1/19/2015,17,0.005,0.9,0.022,0.026,47
1,1/19/2015,18,0.005,0.9,0.017,0.031,40
1,1/19/2015,19,0.005,0.9,0.013,0.033,37
1,1/19/2015,20,0.004,0.7,0.015,0.030,43
1,1/19/2015,21,0.004,0.8,0.012,0.031,40
1,1/19/2015,22,0.004,0.8,0.010,0.032,39
1,1/19/2015,23,0.003,0.7,0.013,0.029,36
1,1/20/2015,0,0.003,0.7,0.018,0.021,33
1,1/20/2015,1,0.003,0.7,0.016,0.025,32
1,1/20/2015,2,0.003,0.8,0.013,0.026,30
1,1/20/2015,3,0.003,0.8,0.007,0.033,32
1,1/20/2015,4,0.004,1.0,0.003,0.039,32
1,1/20/2015,5,0.004,1.2,0.002,0.040,41
1,1/20/2015,6,0.004,1.2,0.002,0.043,37
1,1/20/2015,7,0.005,1.3,0.002,0.052,39
1,1/20/2015,8,0.006,1.4,0.002,0.058,46
1,1/20/2015,9,0.007,1.3,0.003,0.058,45
1,1/20/2015,10,0.007,1.2,0.004,0.055,53
1,1/20/2015,11,0.007,1.1,0.005,0.052,66
1,1/20/2015,12,0.007,0.9,0.006,0.047,56
1,1/20/2015,13,0.008,0.9,0.007,0.047,54
1,1/20/2015,14,0.008,1.1,0.007,0.049,62
1,1/20/2015,15,0.007,1.1,0.006,0.049,68
1,1/20/2015,16,0.006,0.8,0.004,0.051,64
1,1/20/2015,17,0.006,0.7,0.003,0.055,64
1,1/20/2015,18,0.005,0.8,0.002,0.058,62
1,1/20/2015,19,0.005,0.8,0.002,0.056,65
1,1/20/2015,20,0.005,1.0,0.002,0.054,75
1,1/20/2015,21,0.005,1.2,0.002,0.061,74
1,1/20/2015,22,0.006,1.2,0.002,0.064,76
1,1/20/2015,23,0.006,1.0,0.002,0.055,61
